claim_id,customer_id,policy_id,date_id,adjuster_id,amount,status
2183,357,414,24,9,392.27,Pending
2184,163,238,341,13,1151.58,Pending
2185,488,332,119,98,9815.15,Pending
2186,243,108,197,23,7582.56,Denied
2187,66,64,129,79,1233.29,Pending
2188,75,453,192,98,6104.68,Approved
2189,179,329,358,14,4550.15,Approved
2190,653,205,130,26,4961.92,Pending
2191,293,231,83,26,4397.22,Pending
2192,197,89,13,75,6328.25,Pending
2193,99,209,72,5,8943.58,Denied
2194,793,418,280,73,8658.46,Denied
2195,190,541,98,64,8340.79,Pending
2196,486,513,183,46,6222.94,Pending
2197,142,69,219,57,6292.16,Approved
2198,583,81,265,17,3052.45,Approved
2199,511,237,308,7,5451.33,Approved
2200,230,297,200,33,7062.41,Approved
2201,162,295,274,10,5796.02,Pending
2202,626,513,205,40,6224.58,Pending
2203,715,114,242,75,9375.58,Denied
2204,669,31,174,5,4271.92,Approved
2205,343,61,105,18,5516.16,Pending
2206,338,64,253,31,821.83,Pending
2207,625,37,37,45,9504.09,Pending
2208,758,83,246,71,9471.35,Denied
2209,741,43,19,14,5016.31,Approved
2210,666,359,245,56,3103.84,Approved
2211,22,57,101,4,5388.44,Denied
2212,699,19,247,71,616.19,Denied
2213,713,129,360,56,4325.65,Approved
2214,119,449,316,16,9827.09,Denied
2215,361,199,224,44,9188.88,Approved
2216,238,95,6,76,2348.55,Pending
2217,771,550,24,73,9910.29,Approved
2218,738,256,40,8,660.88,Denied
2219,185,290,161,6,3561.71,Pending
2220,251,300,311,17,4038.4,Pending
2221,126,79,129,10,9389.86,Approved
2222,507,366,228,29,7160.03,Denied
2223,799,300,126,84,5315.76,Denied
2224,327,516,28,14,3531.69,Denied
2225,723,498,41,36,2115.19,Approved
2226,534,237,284,40,2186.62,Denied
2227,743,146,121,5,7013.59,Pending
2228,783,465,11,15,5039.18,Approved
2229,277,285,197,76,3074.09,Approved
2230,62,286,197,79,5004.04,Denied
2231,394,455,115,6,2136.73,Approved
2232,676,442,27,69,6637.98,Approved
2233,555,357,312,4,7569.33,Denied
2234,269,222,15,97,3475.35,Pending
2235,445,438,30,94,8093.23,Pending
2236,398,295,238,69,4295.97,Pending
2237,582,532,84,34,9607.02,Denied
2238,764,244,8,17,2878.93,Pending
2239,281,88,278,32,3028.67,Pending
2240,405,40,141,79,3680.78,Pending
2241,257,13,158,16,5727.57,Denied
2242,271,184,237,57,270.94,Approved
2243,478,38,246,46,6413.66,Pending
2244,224,419,297,8,9394.46,Denied
2245,625,322,226,9,1880.06,Denied
2246,266,507,117,17,6340.35,Approved
2247,633,51,59,30,6580.55,Approved
2248,701,519,297,57,3241.61,Pending
2249,735,234,133,8,9755.3,Approved
2250,695,362,23,70,6045.73,Denied
2251,112,80,228,65,1220.51,Approved
2252,243,209,293,42,3776.46,Pending
2253,426,74,219,83,8770.95,Approved
2254,26,335,185,78,3416.36,Denied
2255,668,384,151,61,6256.97,Approved
2256,378,46,77,38,9127.54,Approved
2257,109,217,262,41,7186.1,Pending
2258,521,353,194,28,8324.2,Approved
2259,673,154,333,49,876.61,Approved
2260,230,516,323,74,5527.51,Denied
2261,552,125,27,68,6110.31,Pending
2262,538,533,163,57,2764.91,Pending
2263,301,250,125,43,8010.16,Denied
2264,237,467,60,41,6961.42,Denied
2265,751,420,41,47,3584.65,Pending
2266,79,371,248,84,6091.66,Denied
2267,429,236,65,73,9264.6,Approved
2268,796,418,300,87,6692.44,Pending
2269,267,294,161,44,1267.84,Denied
2270,432,518,295,19,4992.58,Approved
2271,185,465,86,2,1295.81,Denied
2272,784,482,52,96,1351.34,Approved
2273,442,25,86,89,9900.34,Approved
2274,528,543,217,50,3608.24,Denied
2275,714,248,151,92,1278.39,Denied
2276,606,111,24,93,830.15,Denied
2277,460,419,231,81,7432.91,Denied
2278,297,489,69,90,7361.09,Pending
2279,785,522,78,11,8966.43,Pending
2280,608,379,333,87,4589.92,Denied
2281,450,181,302,66,2865.07,Approved
2282,238,305,175,64,578.05,Pending
2283,538,521,147,55,3295.72,Denied
2284,776,183,22,19,8158.47,Pending
2285,749,216,266,56,2854.74,Pending
2286,322,102,146,45,1739.37,Denied
2287,281,499,115,57,8864.96,Denied
2288,266,109,342,30,2858.42,Approved
2289,212,521,87,97,370.77,Approved
2290,553,200,251,1,8341.79,Approved
2291,379,209,293,37,4322.38,Denied
2292,534,130,152,59,9188.15,Pending
2293,724,123,222,57,4983.23,Approved
2294,141,286,343,94,1252.98,Denied
2295,81,228,39,94,3338.45,Pending
2296,344,283,323,59,7381.67,Pending
2297,796,76,353,91,3216.62,Approved
2298,444,103,267,91,3243.52,Pending
2299,677,37,322,82,178.91,Approved
2300,601,386,345,29,2037.22,Denied
2301,156,497,255,24,2897.74,Approved
2302,651,91,110,67,131.66,Approved
2303,503,214,92,91,484.25,Pending
2304,270,390,299,81,2423.69,Denied
2305,496,544,93,85,8791.11,Approved
2306,300,497,323,63,3982.88,Denied
2307,557,493,50,38,2267.41,Denied
2308,430,458,127,42,6657.94,Approved
2309,181,476,339,41,1224.01,Pending
2310,408,132,248,100,8417.2,Denied
2311,616,422,121,88,386.73,Denied
2312,520,221,32,53,5666.35,Denied
2313,268,326,201,53,8109.4,Denied
2314,409,267,138,7,4906.5,Approved
2315,348,47,230,40,4157.13,Pending
2316,171,549,321,27,1192.12,Pending
2317,626,338,310,17,5443.7,Pending
2318,22,389,361,12,3399.55,Denied
2319,786,65,26,84,5234.63,Denied
2320,549,204,275,21,4015.71,Pending
2321,235,298,192,21,3381.87,Approved
2322,567,255,19,2,8470.27,Pending
2323,105,514,249,51,518.62,Denied
2324,309,25,324,30,7746.88,Approved
2325,35,279,64,96,8148.66,Denied
2326,672,411,139,17,8633.64,Approved
2327,76,517,361,93,7647.62,Denied
2328,21,16,278,96,6088.23,Approved
2329,98,401,311,25,8607.1,Denied
2330,436,525,12,96,3091.32,Denied
2331,208,103,336,34,5804.39,Denied
2332,299,440,114,12,9672.17,Pending
2333,286,495,360,37,5378.72,Approved
2334,392,18,202,64,9519.43,Pending
2335,732,111,115,58,5821.01,Approved
2336,407,238,190,58,4820.38,Approved
2337,659,319,74,43,8115.84,Approved
2338,98,174,251,27,5974.75,Approved
2339,145,413,243,79,5281.72,Pending
2340,779,239,253,8,2595.04,Denied
2341,759,346,19,20,3282.29,Pending
2342,614,417,138,1,6934.93,Pending
2343,501,512,334,41,2433.82,Denied
2344,726,495,285,66,8600.66,Pending
2345,84,108,359,55,867.29,Approved
2346,776,14,267,21,7506.67,Approved
2347,203,449,20,15,8866.48,Denied
2348,175,538,72,63,7515.03,Pending
2349,429,409,152,2,1264.07,Denied
2350,738,278,166,67,6189.49,Denied
2351,578,170,149,19,5280.19,Approved
2352,629,381,310,67,2587.27,Denied
2353,216,339,70,96,1725.96,Pending
2354,486,11,214,41,1874.34,Denied
2355,69,6,360,40,1957.98,Pending
2356,97,470,49,43,704.97,Denied
2357,609,161,180,9,6399.8,Approved
2358,354,15,141,25,2913.46,Denied
2359,599,314,320,48,7693.19,Denied
2360,575,208,304,10,1608.98,Pending
2361,222,287,135,23,5680.23,Approved
2362,535,393,295,43,7742.59,Pending
2363,620,284,316,95,6718.12,Denied
2364,215,173,119,1,9891.96,Approved
2365,630,151,85,19,4807.09,Approved
2366,332,80,71,7,5165.88,Denied
2367,436,484,155,42,5053.71,Approved
2368,247,403,198,49,7091.82,Denied
2369,320,535,272,41,874.18,Pending
2370,220,171,143,82,7142.34,Denied
2371,574,453,356,63,7910.75,Pending
2372,124,446,179,84,1862.32,Denied
2373,478,355,218,94,2216.42,Pending
2374,196,392,92,48,9338.61,Approved
2375,201,453,270,47,2029.4,Pending
2376,318,337,189,13,9166.49,Pending
2377,14,280,332,5,2822.02,Denied
2378,408,45,361,90,2605.08,Pending
2379,59,32,242,92,9972.59,Pending
2380,466,503,243,23,7524.37,Pending
2381,769,107,190,5,385.49,Pending
2382,157,182,43,17,4253.77,Approved
2383,58,455,364,82,717.02,Approved
2384,558,285,336,25,6178.64,Approved
2385,341,325,87,91,9066.68,Pending
2386,740,376,8,67,9411.4,Denied
2387,427,63,99,9,8267.97,Pending
2388,152,274,89,11,4489.65,Denied
2389,624,204,259,89,4151.59,Pending
2390,765,4,141,40,5649.54,Approved
2391,350,478,357,73,952.34,Denied
2392,91,120,94,12,7322.55,Approved
2393,326,21,87,99,7908.49,Approved
2394,654,384,42,59,8784.26,Approved
2395,316,196,68,96,3173.82,Denied
2396,723,294,143,23,1490.22,Denied
2397,424,232,140,25,8847.33,Approved
2398,303,266,226,90,2719.0,Denied
2399,364,373,329,45,5278.12,Pending
2400,704,175,300,5,3918.24,Pending
2401,583,216,223,90,3534.52,Pending
2402,296,213,359,44,9688.06,Pending
2403,761,276,263,12,7756.75,Denied
2404,224,479,17,34,9227.0,Pending
2405,675,191,72,61,4725.74,Denied
2406,382,387,302,85,9022.62,Denied
2407,719,108,184,81,8706.36,Approved
2408,163,432,172,61,3433.05,Approved
2409,192,367,84,40,4721.73,Approved
2410,771,23,316,57,4618.81,Pending
2411,712,446,205,94,4788.36,Approved
2412,259,383,173,77,4877.32,Denied
2413,308,42,260,30,1167.77,Denied
2414,793,276,206,74,5971.45,Approved
2415,525,171,306,39,9655.83,Pending
2416,204,143,340,17,3398.16,Approved
2417,93,317,73,99,8034.75,Denied
2418,406,170,1,59,6620.23,Approved
2419,177,309,42,40,1927.48,Approved
2420,448,93,126,93,1625.97,Pending
2421,795,384,245,1,1677.37,Approved
2422,483,404,109,90,9137.05,Pending
2423,386,475,125,91,7654.26,Approved
2424,397,132,69,41,4058.85,Denied
2425,290,435,202,77,5387.74,Denied
2426,501,28,312,29,1863.78,Approved
2427,378,371,257,44,8250.06,Pending
2428,614,408,331,10,2377.73,Denied
2429,193,46,155,28,4410.47,Denied
2430,394,185,78,55,2921.14,Denied
2431,692,493,134,5,9589.28,Denied
2432,184,168,350,51,5221.75,Approved
2433,477,85,352,45,7353.44,Pending
2434,415,13,164,21,1374.52,Pending
2435,394,466,249,2,6572.79,Pending
2436,412,433,28,99,3099.25,Denied
2437,760,119,231,78,5070.41,Denied
2438,730,344,187,69,1205.55,Approved
2439,435,545,197,98,8716.11,Approved
2440,154,8,363,44,5942.51,Approved
2441,528,466,25,56,4701.16,Approved
2442,125,502,188,59,595.73,Pending
2443,703,379,218,33,3440.87,Denied
2444,786,25,137,70,1869.41,Denied
2445,428,18,167,58,3047.07,Approved
2446,611,115,19,46,5359.56,Denied
2447,255,180,274,11,1036.27,Pending
2448,149,506,141,56,3519.32,Denied
2449,706,250,269,94,5733.78,Approved
2450,79,335,20,48,1552.83,Pending
2451,654,104,263,49,9804.64,Approved
2452,346,310,206,55,321.6,Pending
2453,264,82,60,56,7957.08,Pending
2454,268,311,264,79,5437.66,Approved
2455,711,51,294,48,4781.89,Denied
2456,282,191,257,36,6747.25,Pending
2457,409,186,146,87,2799.53,Denied
2458,213,20,337,54,1384.69,Denied
2459,474,326,114,13,2325.77,Pending
2460,333,227,314,9,2949.53,Pending
2461,624,472,216,76,6384.25,Denied
2462,555,399,286,61,224.42,Denied
2463,328,355,78,57,4673.28,Pending
2464,511,216,358,69,1783.13,Denied
2465,262,413,339,5,8537.69,Approved
2466,647,499,177,72,922.61,Pending
2467,543,379,150,39,7533.49,Denied
2468,691,479,80,4,6286.14,Approved
2469,640,361,221,73,4212.39,Approved
2470,770,291,252,72,9897.83,Denied
2471,551,135,311,49,9493.31,Approved
2472,100,406,109,28,9922.1,Pending
2473,297,183,206,21,5545.7,Denied
2474,770,223,307,54,2860.91,Denied
2475,646,109,352,86,9606.37,Pending
2476,326,515,273,69,3982.52,Denied
2477,507,476,231,37,1653.98,Approved
2478,410,296,273,1,8315.68,Denied
2479,672,177,51,88,3895.2,Pending
2480,429,429,97,53,6400.53,Pending
2481,230,142,318,79,5083.28,Approved
2482,614,419,167,3,6137.14,Approved
2483,583,484,47,88,9523.28,Approved
2484,761,399,262,71,8648.04,Approved
2485,469,378,123,93,1834.59,Pending
2486,205,331,151,17,741.65,Approved
2487,212,473,126,59,6868.34,Denied
2488,248,182,257,60,6449.65,Pending
2489,340,164,237,32,7248.26,Approved
2490,8,34,347,88,4122.83,Pending
2491,482,395,214,10,9579.99,Pending
2492,551,124,311,92,6506.18,Pending
2493,732,25,247,57,8294.76,Approved
2494,300,408,21,93,3697.4,Pending
2495,524,451,64,55,1125.87,Denied
2496,777,115,87,93,3728.0,Pending
2497,348,146,248,32,2179.84,Approved
2498,338,76,364,59,4966.61,Approved
2499,776,267,152,44,6923.02,Denied
2500,462,265,141,73,5984.84,Approved
2501,152,535,14,37,2288.11,Denied
2502,578,372,150,92,3135.96,Pending
2503,163,313,226,61,6765.46,Approved
2504,762,132,312,19,2994.1,Denied
2505,264,234,109,4,5873.98,Approved
2506,599,13,187,34,7239.28,Pending
2507,530,416,317,62,9010.04,Denied
2508,660,160,257,76,3211.53,Denied
2509,388,497,87,83,8720.74,Denied
2510,180,496,8,49,6720.57,Approved
2511,351,231,106,40,2320.67,Denied
2512,624,123,101,84,3629.36,Denied
2513,584,13,269,96,8991.53,Pending
2514,208,373,17,86,4045.06,Approved
2515,338,520,139,9,5577.52,Pending
2516,760,82,229,8,5710.35,Approved
2517,251,263,94,95,6928.02,Pending
2518,251,234,234,89,1856.56,Pending
2519,273,285,98,12,7360.04,Approved
2520,136,536,32,39,2156.55,Approved
2521,600,489,51,60,5415.64,Approved
2522,327,75,245,26,1252.42,Approved
2523,488,203,278,13,5934.82,Pending
2524,499,308,5,73,5858.96,Approved
2525,738,454,330,100,2028.51,Pending
2526,630,468,129,1,7570.15,Pending
2527,278,505,91,81,3353.53,Denied
2528,527,291,154,83,2715.58,Pending
2529,255,350,348,36,5656.52,Denied
2530,641,451,94,15,4927.05,Denied
2531,522,482,84,64,1870.07,Denied
2532,690,312,227,13,3490.07,Pending
2533,552,188,56,25,7652.24,Approved
2534,315,514,164,40,7687.56,Denied
2535,106,308,108,79,5752.98,Approved
2536,332,161,203,25,7879.53,Approved
2537,625,161,265,42,9813.43,Pending
2538,610,427,138,100,2364.36,Denied
2539,484,311,75,48,3131.7,Pending
2540,363,323,158,58,4310.45,Denied
2541,781,428,207,1,647.54,Denied
2542,363,144,141,59,292.85,Pending
2543,208,214,132,85,3018.49,Denied
2544,25,330,196,55,3324.28,Pending
2545,757,205,317,28,5079.14,Denied
2546,110,77,83,32,3322.28,Denied
2547,739,482,338,6,3961.62,Pending
2548,499,256,311,36,5902.53,Approved
2549,104,58,176,82,2832.86,Denied
2550,449,292,242,15,1429.42,Pending
2551,76,333,212,100,8260.68,Approved
2552,604,307,103,74,5662.18,Denied
2553,252,336,280,74,7651.59,Denied
2554,571,544,354,38,316.33,Approved
2555,717,322,229,47,7498.0,Approved
2556,189,329,117,60,4661.96,Denied
2557,204,266,310,33,7501.74,Approved
2558,144,123,211,83,4330.58,Denied
2559,50,542,263,8,3797.4,Pending
2560,448,33,168,65,7922.36,Denied
2561,290,342,35,82,7370.89,Pending
2562,95,116,82,69,8006.05,Approved
2563,588,480,333,79,9930.2,Approved
2564,786,442,239,36,4567.76,Pending
2565,156,339,94,10,6513.61,Denied
2566,465,541,355,100,7420.64,Denied
2567,22,412,151,74,162.9,Denied
2568,20,9,166,29,4328.78,Denied
2569,229,335,235,69,6570.77,Approved
2570,789,364,296,92,1610.79,Approved
2571,212,316,52,24,359.62,Pending
2572,41,131,179,70,9551.14,Denied
2573,323,236,107,85,2096.84,Approved
2574,435,278,112,30,7746.22,Approved
2575,141,451,193,16,351.7,Pending
2576,758,214,26,49,4523.44,Denied
2577,204,211,195,99,5943.15,Approved
2578,96,180,297,65,7272.73,Approved
2579,167,215,251,16,7432.36,Denied
2580,768,325,98,54,2182.24,Approved
2581,520,369,131,62,5136.48,Denied
2582,17,8,216,49,4063.05,Approved
2583,364,370,34,40,4398.07,Pending
2584,308,235,44,90,6539.28,Denied
2585,483,17,332,36,8983.58,Approved
2586,145,255,290,23,191.81,Pending
2587,160,144,241,89,7646.65,Approved
2588,611,215,339,95,3001.54,Pending
2589,425,162,89,54,1828.91,Pending
2590,156,186,57,47,7886.91,Approved
2591,510,209,207,40,6290.59,Denied
2592,637,329,14,4,3382.66,Denied
2593,36,148,24,53,5440.8,Pending
2594,740,538,81,22,1091.14,Denied
2595,229,95,34,54,1212.86,Denied
2596,476,426,226,69,1430.61,Pending
2597,653,1,244,40,4747.92,Denied
2598,132,331,277,85,3719.27,Pending
2599,685,99,253,62,7512.32,Pending
2600,201,129,264,29,1385.1,Approved
2601,231,85,49,96,7200.95,Denied
2602,630,108,116,32,2581.64,Pending
2603,676,309,364,43,9742.17,Pending
2604,605,533,296,67,9877.66,Denied
2605,779,135,217,42,3810.23,Approved
2606,594,36,198,96,6355.61,Approved
2607,187,15,325,19,437.73,Approved
2608,166,407,6,42,5763.66,Denied
2609,353,193,296,81,4116.0,Approved
2610,465,270,226,70,1266.41,Denied
2611,672,527,173,44,9967.19,Approved
2612,262,350,282,63,4617.53,Approved
2613,685,351,266,98,2702.35,Denied
2614,437,27,65,70,1036.38,Denied
2615,114,124,365,71,3027.56,Denied
2616,315,464,284,56,9844.69,Approved
2617,517,187,262,51,2029.29,Pending
2618,228,18,182,26,5303.19,Approved
2619,577,544,25,68,8022.57,Denied
2620,553,236,272,89,1750.86,Approved
2621,103,170,325,82,8603.51,Approved
2622,770,156,313,70,4297.76,Approved
2623,286,51,152,52,3958.75,Pending
2624,432,488,165,60,1447.59,Denied
2625,1,77,363,33,5602.0,Denied
2626,214,69,211,8,1489.0,Denied
2627,165,249,82,51,6496.24,Denied
2628,606,199,180,32,798.26,Denied
2629,144,412,300,16,9448.98,Approved
2630,211,455,345,19,2827.16,Denied
2631,12,121,160,67,5289.99,Pending
2632,613,483,339,30,4438.89,Approved
2633,555,466,37,20,8814.25,Pending
2634,350,279,196,6,8395.98,Denied
2635,116,478,300,55,1767.71,Pending
2636,709,499,150,98,2323.87,Approved
2637,91,372,341,31,4995.86,Pending
2638,443,432,327,8,1141.38,Denied
2639,742,283,328,33,5127.45,Denied
2640,683,258,43,46,227.97,Pending
2641,498,249,254,75,2291.74,Denied
2642,682,273,363,14,4929.83,Pending
2643,580,385,266,78,8716.9,Pending
2644,392,44,56,78,5944.4,Pending
2645,101,98,123,16,3670.94,Pending
2646,727,432,21,51,3538.31,Denied
2647,472,536,205,5,8150.29,Pending
2648,763,443,14,86,2238.79,Approved
2649,25,337,150,13,9214.63,Approved
2650,747,468,184,33,8201.85,Denied
2651,361,255,229,36,7858.73,Denied
2652,470,270,83,99,2172.87,Pending
2653,664,330,206,95,7557.86,Approved
2654,512,92,181,43,6202.39,Pending
2655,234,325,52,40,9150.3,Approved
2656,655,416,319,41,5022.21,Approved
2657,775,392,136,26,8574.16,Denied
2658,360,346,186,57,7572.23,Approved
2659,331,17,98,15,5860.28,Pending
2660,718,304,287,97,5428.72,Denied
2661,634,78,48,26,996.37,Pending
2662,680,415,75,34,7187.29,Pending
2663,363,407,198,18,1125.9,Pending
2664,301,85,116,42,4481.11,Approved
2665,252,159,141,86,360.96,Approved
2666,712,225,116,32,4459.52,Approved
2667,149,13,125,38,9649.45,Pending
2668,495,450,285,54,5557.14,Pending
2669,197,423,266,24,5850.87,Pending
2670,590,397,134,96,7096.78,Denied
2671,270,442,187,48,9010.52,Approved
2672,328,366,355,10,1431.48,Pending
2673,253,132,260,13,7112.7,Pending
2674,322,108,117,78,7229.05,Pending
2675,719,230,138,60,5785.17,Approved
2676,472,449,303,64,4418.22,Approved
2677,23,460,333,72,669.7,Denied
2678,489,152,350,9,3608.68,Pending
2679,283,259,15,94,7164.76,Denied
2680,442,137,111,51,6651.83,Denied
2681,552,312,120,43,5741.59,Pending
2682,417,148,277,99,9803.77,Pending
2683,323,7,28,79,7149.93,Denied
2684,602,123,37,100,6177.12,Pending
2685,424,166,100,94,2563.12,Pending
2686,793,184,16,24,6529.13,Denied
2687,747,123,46,43,1032.2,Denied
2688,588,397,196,53,6994.51,Approved
2689,352,188,160,13,3616.05,Pending
2690,441,259,47,64,1927.21,Denied
2691,206,233,332,45,6366.77,Denied
2692,463,97,132,68,301.97,Pending
2693,63,61,192,88,1045.35,Approved
2694,542,13,168,1,3909.06,Approved
2695,582,384,89,9,1965.97,Pending
2696,511,187,112,69,9760.17,Approved
2697,700,159,192,77,5782.45,Denied
2698,724,182,77,65,8162.18,Denied
2699,32,40,62,69,8091.33,Denied
2700,299,111,350,45,1886.13,Pending
2701,172,103,99,64,6074.68,Pending
2702,346,466,281,85,8334.52,Denied
2703,120,68,127,44,3720.37,Approved
2704,503,193,22,52,3647.38,Denied
2705,676,102,47,67,6668.77,Denied
2706,540,545,202,67,7593.54,Pending
2707,206,290,70,42,4534.26,Approved
2708,300,437,223,52,3832.96,Denied
2709,25,504,165,14,5656.4,Pending
2710,399,314,148,64,7731.34,Pending
2711,57,541,97,6,9473.12,Denied
2712,602,178,161,83,7418.64,Pending
2713,29,49,198,39,1963.57,Pending
2714,54,445,261,95,5287.45,Approved
2715,521,380,358,88,542.74,Approved
2716,102,469,114,24,7152.86,Approved
2717,732,209,106,64,5754.34,Pending
2718,16,47,106,49,9013.17,Approved
2719,298,5,338,31,8155.01,Denied
2720,182,400,191,30,9184.08,Denied
2721,46,160,307,19,2537.11,Pending
2722,265,433,293,88,7130.71,Pending
2723,318,210,140,84,4151.11,Approved
2724,426,424,143,49,8442.08,Approved
2725,798,500,308,33,203.25,Pending
2726,405,43,230,90,1375.99,Pending
2727,229,73,59,82,1241.26,Denied
2728,69,188,168,69,1756.93,Pending
2729,263,408,275,37,2935.75,Pending
2730,268,112,62,98,4009.57,Approved
2731,89,510,66,26,5230.43,Approved
2732,481,491,58,14,2363.59,Denied
2733,189,86,356,98,8083.45,Approved
2734,447,380,74,57,4476.04,Approved
2735,679,516,97,99,7708.64,Pending
2736,326,45,8,73,9491.04,Denied
2737,257,180,237,45,2086.43,Pending
2738,58,401,79,49,9473.53,Pending
2739,66,231,322,24,2023.96,Pending
2740,739,450,226,4,786.89,Approved
2741,617,542,286,37,1694.87,Pending
2742,326,59,351,15,744.8,Pending
2743,548,18,87,80,7268.39,Denied
2744,380,40,54,19,6874.73,Approved
2745,391,4,30,73,8155.69,Pending
2746,123,230,322,98,448.43,Pending
2747,76,21,244,84,9378.39,Pending
2748,396,290,316,88,3928.99,Pending
2749,244,503,129,79,3516.95,Pending
2750,466,491,233,20,5410.9,Denied
2751,230,148,327,37,7336.69,Denied
2752,264,165,11,48,4374.19,Denied
2753,148,44,211,59,7135.79,Pending
2754,233,412,321,17,3594.12,Denied
2755,432,428,232,59,4494.54,Denied
2756,475,373,167,44,6687.2,Approved
2757,741,543,126,27,2247.9,Approved
2758,583,200,338,94,7862.85,Denied
2759,475,419,330,48,3138.3,Denied
2760,145,482,278,14,6557.15,Denied
2761,794,423,103,7,2250.06,Pending
2762,161,394,222,67,1885.12,Denied
2763,25,212,291,50,6703.24,Denied
2764,764,160,206,83,5793.18,Approved
2765,155,422,240,41,2532.41,Pending
2766,134,499,313,41,9336.9,Pending
2767,544,37,50,87,7890.93,Approved
2768,22,9,170,7,8540.75,Denied
2769,366,208,78,96,9583.77,Denied
2770,68,372,162,80,5876.14,Denied
2771,487,347,90,91,2968.44,Approved
2772,576,164,84,20,4210.34,Pending
2773,634,420,288,21,5567.98,Denied
2774,717,288,128,89,9763.63,Pending
2775,151,456,21,13,1442.43,Denied
2776,485,389,88,62,7694.67,Pending
2777,705,372,300,57,5761.91,Denied
2778,21,504,291,86,3503.91,Denied
2779,88,379,91,9,1435.94,Denied
2780,694,404,57,20,9929.68,Pending
2781,202,329,365,38,7948.54,Approved
2782,364,507,319,3,8921.37,Denied
2783,174,374,99,33,5182.89,Pending
2784,25,502,86,41,614.91,Approved
2785,718,314,230,34,9961.92,Denied
2786,42,280,337,96,4635.07,Approved
2787,341,33,320,17,205.71,Pending
2788,20,310,103,49,9054.89,Denied
2789,398,37,345,89,2775.81,Denied
2790,344,376,218,66,4131.23,Denied
2791,136,355,134,93,5568.59,Denied
2792,289,274,231,11,9195.88,Approved
2793,683,327,59,66,327.77,Approved
2794,781,110,39,32,1853.36,Approved
2795,158,243,45,100,8650.53,Approved
2796,741,14,175,95,8714.58,Pending
2797,73,160,321,75,9659.88,Denied
2798,647,339,55,86,6164.4,Approved
2799,722,143,42,26,1937.19,Pending
2800,94,4,352,56,2407.45,Approved
2801,735,82,165,50,6291.97,Approved
2802,488,203,254,91,6094.03,Approved
2803,481,295,347,94,5958.94,Approved
2804,454,190,4,65,887.63,Approved
2805,270,148,295,70,9729.96,Pending
2806,127,78,96,25,8501.3,Approved
2807,167,405,304,82,3037.52,Denied
2808,519,293,219,28,2584.4,Denied
2809,754,247,4,68,6582.94,Pending
2810,258,289,83,97,740.07,Approved
2811,506,353,31,94,6236.47,Denied
2812,82,457,346,2,973.49,Pending
2813,790,371,349,90,6094.52,Approved
2814,583,269,164,94,4562.79,Pending
2815,492,380,154,64,7657.78,Denied
2816,560,195,301,30,1788.47,Pending
2817,362,420,237,60,3311.24,Denied
2818,475,476,79,58,1506.62,Denied
2819,430,26,163,18,3876.43,Pending
2820,153,410,8,47,4400.37,Pending
2821,177,155,95,76,2248.24,Approved
2822,401,484,139,20,3439.42,Approved
2823,510,402,156,21,8314.8,Pending
2824,285,234,250,25,6107.57,Denied
2825,444,446,250,21,9694.09,Approved
2826,362,109,166,9,7089.64,Pending
2827,297,145,266,31,9439.05,Approved
2828,427,503,158,2,6351.94,Denied
2829,646,319,317,88,4347.07,Approved
2830,614,133,145,68,3476.86,Denied
2831,706,132,290,48,9707.26,Approved
2832,19,458,214,48,2536.49,Denied
2833,705,240,325,41,9165.81,Denied
2834,288,349,170,74,7013.46,Approved
2835,330,235,304,91,6132.93,Approved
2836,501,482,161,3,5158.51,Approved
2837,394,152,165,80,904.95,Denied
2838,474,273,231,9,3956.81,Approved
2839,789,283,74,92,3701.45,Approved
2840,486,253,325,29,130.23,Denied
2841,636,495,75,72,7858.47,Denied
2842,497,322,275,78,2080.58,Pending
2843,193,124,32,38,7381.4,Approved
2844,537,517,128,37,7928.02,Denied
2845,718,12,134,39,2121.98,Denied
2846,26,30,330,84,7647.5,Approved
2847,378,477,76,100,4522.18,Denied
2848,569,161,228,77,7608.77,Approved
2849,281,467,102,36,7092.34,Denied
2850,292,167,66,76,3295.76,Approved
2851,127,54,283,42,4823.3,Approved
2852,323,385,14,71,6326.01,Pending
2853,332,406,168,23,6169.51,Approved
2854,660,290,290,42,7589.26,Approved
2855,524,58,68,93,5017.1,Approved
2856,144,156,268,14,1717.48,Pending
2857,241,95,185,97,9725.96,Denied
2858,84,423,36,44,4975.31,Pending
2859,64,538,329,54,7918.31,Pending
2860,159,92,230,27,1674.7,Denied
2861,233,246,331,8,6866.87,Approved
2862,54,231,22,62,517.54,Approved
2863,157,141,164,65,3297.21,Pending
2864,687,406,262,3,7678.81,Denied
2865,25,425,35,71,497.29,Pending
2866,37,214,299,30,4965.5,Denied
2867,719,83,189,75,5140.57,Approved
2868,407,218,275,20,172.76,Pending
2869,763,289,285,35,3805.58,Denied
2870,164,207,312,97,2637.15,Approved
2871,335,267,62,51,6539.58,Denied
2872,30,457,334,78,6751.28,Denied
2873,210,190,22,15,3935.78,Approved
2874,761,211,292,26,7383.46,Denied
2875,707,220,156,76,3673.29,Approved
2876,664,236,130,73,2246.38,Approved
2877,318,13,93,28,8617.54,Approved
2878,512,398,168,93,4633.05,Denied
2879,617,170,246,63,5652.22,Denied
2880,684,255,316,10,1161.89,Approved
2881,32,52,141,2,9308.58,Denied
2882,456,391,291,94,9615.96,Approved
2883,55,377,331,28,1988.78,Denied
